country,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
Switzerland,nowcast,0.8,0.6,1.1,0.7,0.9,0.89
Switzerland,nowcast,0.8,0.6,1.1,0.7,0.9,0.87
Switzerland,nowcast,0.8,0.5,1.1,0.7,0.9,0.85
Switzerland,nowcast,0.8,0.6,1.1,0.7,0.9,0.83
Switzerland,nowcast,0.8,0.6,1.2,0.7,0.9,0.8
Switzerland,nowcast,0.9,0.6,1.2,0.7,0.9,0.77
Switzerland,nowcast,0.9,0.6,1.2,0.7,1,0.72
Switzerland,nowcast,0.9,0.6,1.3,0.8,1,0.66
Switzerland,nowcast,1,0.6,1.4,0.8,1.1,0.59
Switzerland,nowcast,1,0.6,1.5,0.8,1.1,0.47
Turkey,nowcast,1.4,1.1,1.6,1.2,1.4,0.01
Turkey,nowcast,1.3,1.1,1.6,1.2,1.4,0.01
Turkey,nowcast,1.3,1.1,1.6,1.2,1.4,0.01
Turkey,nowcast,1.3,1.1,1.5,1.2,1.4,0.01
Turkey,nowcast,1.3,1,1.5,1.2,1.4,0.02
Turkey,nowcast,1.3,1,1.5,1.2,1.3,0.02
Turkey,nowcast,1.2,1,1.4,1.1,1.3,0.02
Turkey,nowcast,1.2,1,1.4,1.1,1.3,0.03
Turkey,nowcast,1.2,1,1.4,1.1,1.3,0.04
Turkey,nowcast,1.2,1,1.3,1.1,1.2,0.05
Turkey,nowcast,1.2,1,1.3,1.1,1.2,0.07
Turkey,nowcast,1.1,1,1.3,1.1,1.2,0.08
Turkey,nowcast,1.1,1,1.3,1.1,1.2,0.1
Turkey,nowcast,1.1,1,1.3,1.1,1.2,0.11
Turkey,nowcast,1.1,0.9,1.2,1,1.1,0.13
Turkey,nowcast,1.1,0.9,1.2,1,1.1,0.17
Turkey,nowcast,1.1,0.9,1.2,1,1.1,0.21
Turkey,nowcast,1.1,0.9,1.2,1,1.1,0.26
Turkey,nowcast,1,0.9,1.2,1,1.1,0.29
Turkey,nowcast,1,0.9,1.2,1,1.1,0.34
Turkey,nowcast,1,0.9,1.1,1,1.1,0.38
Turkey,nowcast,1,0.9,1.1,1,1.1,0.48
Turkey,nowcast,1,0.8,1.1,0.9,1,0.54
Turkey,nowcast,1,0.9,1.1,0.9,1,0.61
Turkey,nowcast,1,0.8,1.1,0.9,1,0.7
Turkey,nowcast,1,0.8,1.1,0.9,1,0.76
Turkey,nowcast,0.9,0.8,1.1,0.9,1,0.8
Turkey,nowcast,0.9,0.8,1.1,0.9,1,0.85
Turkey,nowcast,0.9,0.8,1,0.9,1,0.89
Turkey,nowcast,0.9,0.8,1,0.9,1,0.91
Turkey,nowcast,0.9,0.8,1,0.9,0.9,0.92
Turkey,nowcast,0.9,0.8,1,0.9,0.9,0.93
Turkey,nowcast,0.9,0.7,1,0.8,0.9,0.93
Turkey,nowcast,0.9,0.8,1,0.8,0.9,0.93
Turkey,nowcast,0.9,0.8,1,0.8,0.9,0.93
Turkey,nowcast,0.9,0.7,1,0.8,0.9,0.91
Turkey,nowcast,0.9,0.7,1,0.8,0.9,0.9
Turkey,nowcast,0.9,0.7,1.1,0.8,0.9,0.88
Turkey,nowcast,0.9,0.7,1.1,0.8,0.9,0.88
Turkey,nowcast,0.9,0.7,1.1,0.8,1,0.83
Turkey,nowcast,0.9,0.8,1.1,0.8,1,0.78
Turkey,nowcast,0.9,0.7,1.1,0.8,1,0.72
Turkey,forecast,0.9,0.7,1.2,0.8,1,0.74
Turkey,forecast,0.9,0.7,1.2,0.8,1,0.72
Turkey,forecast,0.9,0.7,1.2,0.8,1,0.71
Turkey,forecast,0.9,0.7,1.2,0.8,1,0.71
Turkey,forecast,0.9,0.6,1.2,0.8,1,0.72
Turkey,forecast,0.9,0.6,1.2,0.8,1,0.7
Turkey,forecast,0.9,0.6,1.2,0.8,1,0.72
Turkey,forecast,0.9,0.6,1.2,0.8,1,0.71
Turkey,forecast,0.9,0.6,1.3,0.7,1,0.69
Turkey,forecast,0.9,0.6,1.2,0.7,1,0.71
Turkey,forecast,0.9,0.5,1.3,0.7,1,0.7
Turkey,forecast,0.9,0.5,1.3,0.7,1,0.7
Turkey,forecast,0.9,0.5,1.3,0.7,1,0.69
Turkey,forecast,0.9,0.5,1.3,0.7,1,0.7
Ukraine,nowcast,1.2,0.7,1.7,1,1.4,0.22
Ukraine,nowcast,1.2,0.7,1.7,1,1.4,0.22
Ukraine,nowcast,1.2,0.7,1.7,1,1.4,0.25
Ukraine,nowcast,1.2,0.7,1.6,1,1.3,0.26
Ukraine,nowcast,1.1,0.7,1.6,0.9,1.3,0.28
Ukraine,nowcast,1.1,0.7,1.6,0.9,1.3,0.29
Ukraine,nowcast,1.1,0.7,1.6,0.9,1.3,0.32
Ukraine,nowcast,1.1,0.7,1.5,0.9,1.2,0.34
Ukraine,nowcast,1.1,0.7,1.5,0.9,1.2,0.33
Ukraine,nowcast,1.1,0.7,1.5,0.9,1.2,0.35
Ukraine,nowcast,1.1,0.7,1.5,0.9,1.2,0.34
Ukraine,nowcast,1.1,0.7,1.4,0.9,1.2,0.37
Ukraine,nowcast,1.1,0.7,1.5,0.9,1.2,0.34
Ukraine,nowcast,1.1,0.7,1.4,0.9,1.2,0.39
Ukraine,nowcast,1.1,0.7,1.5,0.9,1.2,0.39
Ukraine,nowcast,1.1,0.7,1.4,0.9,1.2,0.38
Ukraine,nowcast,1.1,0.7,1.5,0.9,1.2,0.38
Ukraine,nowcast,1.1,0.7,1.5,0.9,1.2,0.36
Ukraine,nowcast,1.1,0.7,1.4,0.9,1.2,0.34
Ukraine,nowcast,1.1,0.7,1.5,0.9,1.2,0.32
Ukraine,nowcast,1.1,0.7,1.5,0.9,1.2,0.29
Ukraine,nowcast,1.1,0.7,1.5,0.9,1.2,0.29
Ukraine,nowcast,1.1,0.7,1.5,1,1.2,0.26
Ukraine,nowcast,1.1,0.8,1.5,1,1.3,0.24
Ukraine,nowcast,1.2,0.8,1.6,1,1.3,0.23
Ukraine,nowcast,1.2,0.8,1.6,1,1.3,0.21
Ukraine,nowcast,1.2,0.8,1.6,1,1.3,0.19
Ukraine,nowcast,1.2,0.8,1.6,1,1.3,0.19
Ukraine,nowcast,1.2,0.8,1.7,1.1,1.4,0.16
Ukraine,nowcast,1.2,0.8,1.7,1.1,1.4,0.14
Ukraine,forecast,1.2,0.7,1.7,1,1.4,0.22
Ukraine,forecast,1.2,0.7,1.8,1,1.4,0.24
Ukraine,forecast,1.2,0.7,1.8,1,1.4,0.25
Ukraine,forecast,1.2,0.6,1.8,1,1.4,0.25
Ukraine,forecast,1.2,0.6,1.8,0.9,1.4,0.27
Ukraine,forecast,1.2,0.6,1.9,0.9,1.4,0.27
Ukraine,forecast,1.2,0.5,1.9,1,1.5,0.29
Ukraine,forecast,1.2,0.5,1.9,0.9,1.4,0.28
Ukraine,forecast,1.2,0.5,1.9,0.9,1.5,0.29
Ukraine,forecast,1.2,0.5,2,0.9,1.4,0.3
Ukraine,forecast,1.2,0.5,2,0.9,1.4,0.31
Ukraine,forecast,1.2,0.5,2,0.9,1.5,0.31
Ukraine,forecast,1.2,0.4,2.1,0.9,1.5,0.31
Ukraine,forecast,1.2,0.5,2.1,0.9,1.5,0.32
United Kingdom,nowcast,1.4,1.3,1.7,1.3,1.5,0
United Kingdom,nowcast,1.4,1.3,1.6,1.3,1.5,0
United Kingdom,nowcast,1.4,1.2,1.6,1.3,1.5,0
United Kingdom,nowcast,1.4,1.2,1.6,1.3,1.5,0
United Kingdom,nowcast,1.4,1.2,1.5,1.3,1.4,0
United Kingdom,nowcast,1.4,1.2,1.5,1.3,1.4,0
United Kingdom,nowcast,1.3,1.2,1.5,1.3,1.4,0
United Kingdom,nowcast,1.3,1.2,1.5,1.3,1.4,0
United Kingdom,nowcast,1.3,1.2,1.5,1.2,1.3,0
United Kingdom,nowcast,1.3,1.2,1.4,1.2,1.3,0
United Kingdom,nowcast,1.3,1.1,1.4,1.2,1.3,0
United Kingdom,nowcast,1.2,1.1,1.4,1.2,1.3,0
United Kingdom,nowcast,1.2,1.1,1.3,1.2,1.3,0
United Kingdom,nowcast,1.2,1.1,1.3,1.1,1.2,0
United Kingdom,nowcast,1.2,1.1,1.3,1.1,1.2,0
United Kingdom,nowcast,1.2,1.1,1.2,1.1,1.2,0
United Kingdom,nowcast,1.1,1,1.2,1.1,1.2,0.01
United Kingdom,nowcast,1.1,1,1.2,1.1,1.1,0.02
United Kingdom,nowcast,1.1,1,1.2,1,1.1,0.04
United Kingdom,nowcast,1.1,1,1.1,1,1.1,0.08
United Kingdom,nowcast,1,1,1.1,1,1.1,0.14
United Kingdom,nowcast,1,1,1.1,1,1.1,0.24
United Kingdom,nowcast,1,1,1.1,1,1,0.37
United Kingdom,nowcast,1,0.9,1.1,1,1,0.55
United Kingdom,nowcast,1,0.9,1,1,1,0.71
United Kingdom,nowcast,1,0.9,1,1,1,0.83
United Kingdom,nowcast,1,0.9,1,0.9,1,0.91
United Kingdom,nowcast,1,0.9,1,0.9,1,0.95
United Kingdom,nowcast,1,0.9,1,0.9,1,0.97
United Kingdom,nowcast,0.9,0.9,1,0.9,1,0.98
United Kingdom,nowcast,0.9,0.9,1,0.9,1,0.99
United Kingdom,nowcast,0.9,0.9,1,0.9,1,0.99
United Kingdom,nowcast,0.9,0.9,1,0.9,0.9,0.99
United Kingdom,nowcast,0.9,0.9,1,0.9,0.9,1
United Kingdom,nowcast,0.9,0.9,1,0.9,0.9,0.99
United Kingdom,nowcast,0.9,0.9,1,0.9,0.9,1
United Kingdom,nowcast,0.9,0.9,1,0.9,0.9,1
United Kingdom,nowcast,0.9,0.9,1,0.9,0.9,0.99
United Kingdom,nowcast,0.9,0.9,1,0.9,0.9,0.99
United Kingdom,nowcast,0.9,0.9,1,0.9,0.9,1
United Kingdom,nowcast,0.9,0.9,1,0.9,0.9,1
United Kingdom,nowcast,0.9,0.9,1,0.9,0.9,0.99
United Kingdom,nowcast,0.9,0.9,1,0.9,0.9,0.99
United Kingdom,nowcast,0.9,0.9,1,0.9,0.9,0.98
United Kingdom,nowcast,0.9,0.9,1,0.9,0.9,0.98
United Kingdom,nowcast,0.9,0.9,1,0.9,0.9,0.97
United Kingdom,nowcast,0.9,0.9,1,0.9,1,0.95
United Kingdom,nowcast,0.9,0.9,1,0.9,1,0.91
United Kingdom,forecast,0.9,0.9,1,0.9,1,0.89
United Kingdom,forecast,0.9,0.8,1,0.9,1,0.87
United Kingdom,forecast,0.9,0.8,1,0.9,1,0.85
United Kingdom,forecast,0.9,0.8,1.1,0.9,1,0.82
United Kingdom,forecast,0.9,0.8,1.1,0.9,1,0.82
United Kingdom,forecast,0.9,0.8,1.1,0.9,1,0.8
United Kingdom,forecast,0.9,0.8,1.1,0.9,1,0.79
United Kingdom,forecast,0.9,0.8,1.1,0.9,1,0.78
United Kingdom,forecast,0.9,0.7,1.1,0.9,1,0.77
United Kingdom,forecast,0.9,0.7,1.1,0.8,1,0.77
United Kingdom,forecast,0.9,0.7,1.1,0.8,1,0.77
United Kingdom,forecast,0.9,0.7,1.1,0.8,1,0.76
United Kingdom,forecast,0.9,0.7,1.1,0.8,1,0.73
United Kingdom,forecast,0.9,0.7,1.1,0.8,1,0.75
United States of America,nowcast,1.5,1.3,1.8,1.4,1.6,0
United States of America,nowcast,1.5,1.3,1.7,1.4,1.6,0
United States of America,nowcast,1.5,1.3,1.7,1.4,1.6,0
United States of America,nowcast,1.5,1.3,1.7,1.4,1.6,0
United States of America,nowcast,1.5,1.3,1.7,1.4,1.6,0
United States of America,nowcast,1.5,1.3,1.7,1.4,1.5,0
United States of America,nowcast,1.5,1.3,1.7,1.4,1.5,0
United States of America,nowcast,1.4,1.3,1.6,1.4,1.5,0
United States of America,nowcast,1.4,1.3,1.6,1.4,1.5,0
United States of America,nowcast,1.4,1.3,1.6,1.3,1.5,0
United States of America,nowcast,1.4,1.2,1.6,1.3,1.5,0
United States of America,nowcast,1.4,1.2,1.5,1.3,1.4,0
United States of America,nowcast,1.4,1.2,1.5,1.3,1.4,0
United States of America,nowcast,1.3,1.2,1.5,1.3,1.4,0
United States of America,nowcast,1.3,1.2,1.5,1.3,1.4,0
United States of America,nowcast,1.3,1.2,1.5,1.3,1.4,0
United States of America,nowcast,1.3,1.2,1.4,1.2,1.3,0
United States of America,nowcast,1.3,1.2,1.4,1.2,1.3,0
United States of America,nowcast,1.3,1.1,1.4,1.2,1.3,0
United States of America,nowcast,1.2,1.1,1.3,1.2,1.3,0
United States of America,nowcast,1.2,1.1,1.3,1.2,1.2,0
United States of America,nowcast,1.2,1.1,1.3,1.2,1.2,0
United States of America,nowcast,1.2,1.1,1.3,1.1,1.2,0
United States of America,nowcast,1.2,1.1,1.2,1.1,1.2,0
United States of America,nowcast,1.1,1.1,1.2,1.1,1.2,0
United States of America,nowcast,1.1,1.1,1.2,1.1,1.1,0
United States of America,nowcast,1.1,1,1.2,1.1,1.1,0
United States of America,nowcast,1.1,1,1.2,1.1,1.1,0.01
United States of America,nowcast,1.1,1,1.1,1,1.1,0.02
United States of America,nowcast,1.1,1,1.1,1,1.1,0.04
United States of America,nowcast,1,1,1.1,1,1.1,0.09
United States of America,nowcast,1,1,1.1,1,1,0.19
United States of America,nowcast,1,1,1.1,1,1,0.39
United States of America,nowcast,1,0.9,1,1,1,0.64
United States of America,nowcast,1,0.9,1,1,1,0.86
United States of America,nowcast,1,0.9,1,0.9,1,0.97
United States of America,nowcast,0.9,0.9,1,0.9,1,1
United States of America,nowcast,0.9,0.9,1,0.9,1,1
United States of America,nowcast,0.9,0.9,1,0.9,1,1
United States of America,nowcast,0.9,0.9,1,0.9,1,1
United States of America,nowcast,0.9,0.9,1,0.9,1,0.99
United States of America,nowcast,0.9,0.9,1,0.9,1,0.99
United States of America,nowcast,0.9,0.9,1,0.9,1,0.98
United States of America,nowcast,1,0.9,1,0.9,1,0.98
United States of America,nowcast,1,0.9,1,0.9,1,0.97
United States of America,nowcast,1,0.9,1,0.9,1,0.95
United States of America,nowcast,1,0.9,1,1,1,0.93
United States of America,nowcast,1,0.9,1,1,1,0.92
United States of America,nowcast,1,0.9,1,1,1,0.91
United States of America,nowcast,1,0.9,1,1,1,0.88
United States of America,nowcast,1,0.9,1,1,1,0.85
United States of America,nowcast,1,0.9,1,1,1,0.78
United States of America,nowcast,1,1,1,1,1,0.63
United States of America,forecast,1,0.9,1.1,1,1,0.6
United States of America,forecast,1,0.9,1.1,1,1,0.59
United States of America,forecast,1,0.9,1.1,1,1,0.59
United States of America,forecast,1,0.9,1.1,0.9,1,0.59
United States of America,forecast,1,0.9,1.1,0.9,1,0.58
United States of America,forecast,1,0.9,1.1,0.9,1,0.59
United States of America,forecast,1,0.9,1.1,0.9,1,0.6
United States of America,forecast,1,0.8,1.1,0.9,1,0.58
United States of America,forecast,1,0.8,1.1,0.9,1,0.59
United States of America,forecast,1,0.8,1.2,0.9,1.1,0.59
United States of America,forecast,1,0.8,1.2,0.9,1,0.59
United States of America,forecast,1,0.8,1.2,0.9,1.1,0.59
United States of America,forecast,1,0.8,1.2,0.9,1,0.6
United States of America,forecast,1,0.7,1.2,0.9,1,0.6
